call_id,customer_id,phone_number,tower_id,call_type,call_duration_seconds,data_usage_mb,signal_strength_dbm,call_timestamp,call_success,revenue_naira,network_type,roaming
d0b386af-a238-4a8e-82b6-7ec2515256ea,CU000954,08069680946,TW0016,data,3431.0,1261.62,,2024-02-29 14:43:11,N,67.41,5G,0
5074de3c-65da-4d04-bc3a-64f063ce789c,CU000722,08156385189,TW0117,sms,7058.0,4032.42,-111.0,2024-02-23 12:26:04,No,696.95,4G,Yes
c4c21c6a-b16a-4e75-ac10-4cb1d53f46cf,CU000475,07015162762,TW0132,SMS,,1482.26,-117.0,2024-02-12 22:34:24,Y,584.0,4G,1
d5ff9876-1329-47a1-8304-6449d4a5cbbc,CU000360,09097020274,TW0135,data,1280.0,4203.49,-63.0,2024-01-10 14:05:50,1,209.61,3G,True
3092ed72-f13b-4fff-840d-bd685d1c74b7,CU000601,09053311667,TW0098,SMS,3625.0,3744.86,-103.0,2024-04-19 23:15:09,True,505.82,5G,No
503145d1-12f5-4169-a849-b2b53262a709,CU000015,08094983691,TW0113,voice,5454.0,4119.4,-39.0,2024-03-29 14:31:41,True,55.93,4G,False
4aaac815-c134-4e20-bf1c-fad775caefd6,CU000125,080150057,TW0150,Voice,6356.0,3727.32,-104.0,2024-02-13 23:09:21,No,337.75,5G,1
19b6d4bd-b99a-4c42-a1e1-b739de81f190,CU000922,None,TW0058,voice,3753.0,1465.86,-59.0,2024-05-22 20:29:14,Y,841.41,4G,No
670d2d16-78c1-42f5-b78a-e021b8c69098,CU000542,08013666354,TW0072,Data,3532.0,1141.32,-98.0,2024-06-08 00:00:42,Y,891.17,3G,0
0ea62051-d7ad-40aa-a1a6-dd59ff81c184,CU001388,None,TW0150,data,,158.87,-39.0,2024-05-22 16:01:44,False,241.32,4g,No
66cc3178-41ec-4eb3-b598-1a9418987a9b,CU000508,08036788983,TW0037,SMS,4503.0,1602.34,-111.0,2024-01-10 10:25:29,True,129.3,3g,No
d528f872-3e66-44b4-831e-739ca5dab5f8,CU000653,09055050622,TW0118,sms,2996.0,3300.25,-31.0,2024-05-28 00:57:21,No,896.55,3G,0
da990116-7233-4431-8af7-c1fce8bdd802,CU000616,09066053211,TW0022,data,7170.0,4199.21,-49.0,2024-02-27 01:29:57,1,774.84,2G,No
b56601f8-1dba-40e5-8d6e-3f5ec33da7dd,,08052714131,TW0018,data,2452.0,1871.3,-83.0,2024-03-22 08:29:12,True,512.89,4g,False
edb8a5af-7002-4f23-b91f-cfb6859862d2,CU000496,08094512152,TW0093,SMS,750.0,3689.13,-84.0,2024-01-03 18:16:05,1,797.22,2G,1
756912fa-95d3-4e7b-8b4a-57c97d1e294a,CU001171,08139171446,TW0043,SMS,4654.0,134.55,-59.0,2024-06-04 19:05:50,False,203.95,4G,0
bff5fa8e-5064-47f8-9fc3-5e9c88645a1a,CU001455,0775733649,TW0068,SMS,562.0,3004.13,-65.0,2024-06-26 03:09:01,1,619.25,3g,0
e614cef0-3443-401c-b326-0e730ec4b674,CU000594,08189206403,,voice,2501.0,813.81,-43.0,2024-01-13 06:07:52,False,676.1,4g,True
78f02496-05fb-4bc8-afc4-2f91b4220771,CU000804,09066305096,TW0056,Data,5956.0,1034.49,-101.0,2024-02-29 02:58:30,False,11.35,3g,False
d9ed8b96-a007-42d8-8cbb-3eccba906247,CU001037,08061143494,TW0024,SMS,3925.0,1605.3,-106.0,2024-03-02 13:01:31,False,256.1,4g,No
1d40d38c-bba9-4ded-8b47-ee65627912b3,CU001441,09025826896,TW0127,data,5795.0,,-72.0,2024-02-23 21:47:49,True,315.46,3g,No
2f128b5e-8c85-4ad9-876c-4e3e9c3dc9b7,CU001175,07021523067,TW0049,sms,7042.0,302.13,-61.0,2024-01-06 19:15:55,1,986.81,3G,False
f0640a74-4934-45bf-8197-d55b2a55cfa2,,08097753616,TW0127,SMS,6707.0,51731.0,-112.0,2024-03-11 12:21:56,N,293.15,3g,1
0df61e5a-c369-4981-88d1-82962c7509a1,CU000687,080734388,TW0044,data,42.0,2464.44,-79.0,2024-05-18 06:39:49,False,894.17,5G,True
a145d418-04f7-46e0-8960-8841d98fec16,CU000482,09094803579,TW0133,sms,,1030.96,-95.0,2024-04-11 08:28:23,Yes,413.3,4G,1
98202b41-dd69-4424-8d97-c6ff569c2619,CU000473,08044331985,,Data,723.0,2001.62,-78.0,2024-03-29 03:47:49,Yes,253.06,2G,Yes
73990b85-9fdf-43a4-9ae4-f3e5f79fc3af,CU001440,08172383817,,sms,560.0,2695.07,-81.0,2024-04-08 10:21:21,Yes,379.08,4G,Yes
2081e365-dc00-4430-b73f-c1c644da5f9f,CU000524,080644207,TW0064,data,6380.0,4958.34,-109.0,2024-03-09 18:22:43,Y,787.93,2G,True
9ea61c9e-96c0-49ba-bf4e-d3bf12d0c3f5,CU000848,07052951364,INVALID_TW9088,Voice,1127.0,3877.18,-54.0,2024-04-06 23:55:51,0,390.58,4g,False
0b17043e-e280-4468-b840-6bebd6757955,CU000666,08179320247,TW0015,Data,,4899.2,-87.0,2024-01-08 22:50:16,True,240.55,4g,0
be5e19c8-4a80-4082-855e-fa3badb614cc,CU000070,07013293721,TW0122,sms,-1721.0,2435.07,-36.0,2024-05-27 12:27:36,No,293.68,2G,0
cfd8434d-14fb-418a-b3bf-e9b0055e8eff,CU000268,08067430736,TW0091,Data,1380.0,4836.15,-112.0,2024-06-14 10:43:07,Y,711.6,4g,False
65694b64-c712-4527-9e21-26f25cfc97ca,CU001472,08139417437,TW0132,data,5599.0,265.1,,2024-05-22 23:15:02,Yes,873.96,4g,Yes
76b8b34a-09cb-4203-8223-dd29ce6c514a,CU001446,08048164274,TW0074,voice,6945.0,1226.12,-101.0,2024-05-18 18:35:07,0,48.28,3G,No
87b4dd23-2307-4157-bd04-a752c2095678,CU000968,08131936211,TW0117,sms,678.0,2801.84,-112.0,2024-05-14 15:46:36,False,115.99,5G,True
456561ed-aa25-4105-82c4-20b06c44dfee,CU001460,08162429208,TW0066,voice,844.0,4281.29,-47.0,2024-04-27 16:58:34,No,970.07,3G,False
7beb190f-ec51-40fa-9721-35a9509106f9,CU001146,09021877905,TW0124,Voice,5963.0,23.66,-49.0,2024-01-31 17:53:01,1,754.95,5G,No
abdc6f18-bbfb-406c-a6c0-cc79542af760,CU000844,07025546937,TW0105,Voice,1215.0,1802.93,-94.0,2024-05-20 16:08:06,True,829.11,3G,0
f1b87aad-f9b7-4393-89f8-d50b5b8e21a1,CU000504,08094728964,TW0006,Voice,6362.0,3157.57,-67.0,2024-06-29 01:36:56,0,272.96,4G,1
5fa41120-1e4b-4283-8410-f012635dd98c,CU000624,08175512879,TW0112,Data,7087.0,3420.57,-76.0,2024-01-16 12:23:43,Yes,89.81,4g,1
937cb41a-1c0c-4c21-825c-ee749d93f86f,CU001183,09063722426,TW0070,SMS,,201.79,-104.0,2024-02-08 21:57:16,No,171.83,4G,No
910d347e-80d5-41a2-b4bf-22754d4990e3,CU000068,09093576390,INVALID_TW9932,data,3780.0,4100.09,-115.0,2024-04-07 11:07:08,No,708.09,3G,No
b54843ca-a158-45eb-92ad-63fe107145ae,CU000734,09061506789,TW0007,SMS,1719.0,4620.75,-94.0,2024-02-19 05:49:49,0,465.35,3G,No
58097512-3529-458b-bf00-184994835589,CU000073,08063864080,TW0149,Data,1879.0,,-114.0,2024-01-02 00:17:12,0,233.22,3G,0
e84726c3-234d-44a2-a840-0f416ece0dc3,CU000576,07056336813,TW0132,Voice,5198.0,412.45,-58.0,2024-05-20 11:48:59,False,477.52,5G,1
d1803ebb-6555-4cb5-aadf-3f39097eaf78,CU001446,07056809223,TW0099,SMS,2477.0,,-58.0,2024-06-19 04:40:52,N,198.22,4g,No
0532e37e-e3df-4c8d-adf1-308d85216ce3,CU000272,08166197128,TW0053,data,4555.0,4013.94,-43.0,2024-04-26 22:23:01,0,164.98,4g,1
69f178b6-b1d2-4135-9a4a-eb1a221034e0,CU000744,08137488346,TW0108,data,5578.0,,-70.0,2024-04-21 07:19:31,Y,471.03,4G,1
868e6ec7-5d88-47c2-b492-d06e043a5226,CU001196,08169151402,TW0064,Voice,5043.0,3653.57,-78.0,2024-02-17 21:28:18,0,572.76,5G,False
a78f5ba3-7f67-4600-8fd2-77be94ddd09a,CU000592,09051211902,TW0087,voice,,1601.93,,2024-04-02 04:47:54,False,15.7,3G,0
d5032f8e-665d-4bcb-b9f7-0a5afa8d1e49,CU000771,08062400732,TW0053,SMS,6085.0,1754.62,-61.0,2024-02-22 06:38:04,Y,667.53,2G,True
d6a46576-ebc4-48f4-bd65-76880d42a4b4,CU001064,08094020446,INVALID_TW9010,sms,5898.0,114.53,-101.0,2024-04-15 15:32:22,No,630.1,4G,True
2cbe3acd-4dd1-48ad-99b1-21ee593d00f7,CU001263,080374552,TW0015,Data,4910.0,483.64,-30.0,2024-06-17 08:26:27,Yes,254.94,5G,False
c1572095-29d0-4bf2-aaaf-aca6802d403c,,07024980198,TW0139,Voice,6096.0,4459.3,-104.0,2024-05-08 09:47:28,N,90.57,4g,1
1245f4d7-e886-4c67-b12a-8264791b159f,CU000541,08163274639,TW0071,Voice,4966.0,2540.56,-56.0,2024-01-11 21:24:17,Y,802.22,3g,False
4c4ddb5e-583f-4951-8db2-2f362495c558,,09028683940,TW0060,Voice,2703.0,,-33.0,2024-04-01 09:26:39,Yes,381.76,2G,Yes
4c28f8c0-3d2b-49ac-85f7-2df95c696113,CU000904,07027240267,TW0123,SMS,3525.0,2914.19,-110.0,2024-04-19 10:22:35,Y,710.16,3g,0
b454f4b5-ad3a-4994-bd17-25243cf0de4b,CU000620,08092130901,TW0012,SMS,4269.0,1074.29,,2024-04-16 00:10:37,No,785.4,5G,False
7b0a5b4f-bb64-4c3d-aaa7-9a3b48723033,CU000141,08047788857,INVALID_TW9896,Voice,2410.0,4280.75,-51.0,2024-01-24 03:12:58,Y,625.47,3g,Yes
c68824ae-3d6a-43cc-bdc2-892e0d45bfea,CU001376,080679324,TW0031,voice,,,-52.0,2024-04-22 04:38:54,0,707.14,4g,0
af424f64-dc0a-4ba6-a0c0-8e3e9626d522,INVALID_CU992011,08064116123,TW0094,Voice,3461.0,4814.19,-103.0,2024-01-20 08:02:42,True,943.67,3G,No
28a95c35-bf43-4fad-810b-4847f940a0f8,,08159846486,TW0121,SMS,3156.0,2244.83,-71.0,2024-04-12 23:02:41,0,916.85,5G,1
f5427433-9d95-41f2-9afd-d09e8b184ca5,CU001005,09056014920,TW0019,data,1376.0,2771.84,-38.0,2024-01-17 19:54:38,0,195.67,3G,Yes
2b473980-62a0-4e37-8346-97b26a3083a1,CU001190,09059670745,TW0131,data,1111.0,3940.15,-84.0,2024-06-18 00:56:37,Y,633.27,4g,No
39ba0ea1-28de-425f-8a20-2d67aece4234,CU000705,080757768,INVALID_TW9295,data,533.0,244.77,-66.0,2024-01-02 23:50:51,Y,839.83,4g,0
6fe2d8f1-a6c0-453c-855a-c4df335ec0c0,,08157845217,TW0027,Data,2237.0,1628.42,,2024-01-08 04:44:29,Yes,340.48,5G,1
f14dc08a-59dc-4aa1-9ebc-471394f76143,CU000714,07051506516,TW0140,Data,332.0,708.3,-110.0,2024-03-19 13:11:20,0,674.48,3g,1
fe4ed250-c569-4ad3-9174-2bb29ec03987,CU001230,08138816646,TW0100,Data,1599.0,1953.73,-84.0,2024-05-06 18:58:00,1,966.09,3g,No
18abe32c-7b0a-492d-97ce-7636c931b12a,CU000800,08037691200,TW0100,sms,6297.0,1995.09,150.0,2024-03-19 13:30:41,True,124.94,4G,No
f1ad33dc-bfb8-4677-8469-42d8ba45659d,CU000605,0776453433,TW0126,SMS,515.0,4109.3,-104.0,2024-02-22 23:24:53,True,0.69,4G,0
55128ab5-7bff-4cd8-b3f6-dcd48e03443b,CU000129,07056336813,TW0080,SMS,884.0,4246.12,-101.0,2024-01-03 08:23:58,Y,16.66,4g,1
46dda16a-c071-4cfb-9e7f-e51772bc021b,CU001487,07085507448,TW0063,Data,1012.0,55583.0,,2024-03-10 00:51:57,N,511.99,4G,0
47dfeda7-b33a-47b7-8496-27c08941d826,CU000987,08093177667,TW0120,SMS,4456.0,4369.35,-101.0,2024-01-25 23:33:05,False,653.14,2G,0
8b1efc17-0243-4e56-bb7f-898a4d2c19b5,CU000837,08092597520,TW0080,Data,3794.0,3082.76,-93.0,2024-06-22 09:32:33,1,195.42,5G,0
904d1d53-fcce-4062-992f-54cb4f2d3112,,None,TW0048,Data,956.0,2329.71,-49.0,2024-02-17 16:30:10,True,987.01,5G,No
ff7f4e80-9abd-4ead-9b5f-a627b75502f2,CU001091,07045356572,TW0097,Data,4472.0,1496.14,-56.0,2024-04-24 22:58:24,No,604.18,2G,Yes
b3f98629-cb76-4b13-803d-1a8a28ce841a,,07052786964,,voice,3938.0,3559.36,-88.0,2024-03-08 18:50:55,Y,931.37,4G,0
4d45fb08-8550-4262-a3cb-aaeca06d3dde,CU001219,09093576390,TW0053,voice,6964.0,4053.87,-74.0,2024-02-28 00:05:01,True,746.31,3g,Yes
698ecd4a-eb3d-4f64-9108-13b0dec03560,CU001458,08066157785,TW0128,Voice,2915.0,3584.71,-53.0,2024-05-14 04:07:23,1,499.14,4G,False
25a512c6-6131-4294-bdb1-e413974344c2,CU001006,07086288400,TW0057,sms,,4762.89,,2024-02-11 14:13:43,False,980.56,3g,0
b97826a6-4e0e-4c8e-8d77-d8821af33e44,CU000635,080960624,TW0102,voice,,1279.19,-92.0,2024-04-13 22:08:10,1,120.15,3G,0
1d4b20f9-6748-48d0-9525-99bb135e87b3,CU000436,09038141340,TW0149,sms,4124.0,4791.93,-49.0,2024-03-07 23:49:23,Y,569.92,3g,True
fbb081b7-7df4-41d5-b2a9-a723a83fea7d,CU000560,08067388548,TW0102,sms,1897.0,1011.92,-87.0,2024-02-22 13:22:06,1,966.87,3G,True
c3af0f75-2d17-4f29-9520-79c1599faf88,CU001398,09053964298,TW0061,voice,6202.0,1534.65,-92.0,2024-04-06 23:52:35,No,572.72,4G,False
b558e4c5-36bd-4e26-9ca9-fe74c4986fb1,CU000214,07084128459,TW0147,voice,6989.0,4547.95,-47.0,2024-05-07 17:27:04,0,833.45,4G,True
7ec45ea9-7963-4e82-8e04-9aa941c5c3c4,CU000451,08133452756,TW0019,sms,4549.0,2738.63,-82.0,2024-02-15 12:07:23,True,33.16,2G,True
45191a1c-1767-41fc-a3d3-31883483b53d,CU000001,09058984075,,Voice,1502.0,2063.49,-41.0,2024-02-10 12:49:52,Yes,825.52,3g,1
45191a1c-1767-41fc-a3d3-31883483b53d,CU000001,09058984075,,Voice,1502.0,2063.49,-41.0,2024-02-10 12:49:52,Yes,825.52,3g,1
ca91fed6-9f24-4bf7-8a17-8ab9263a0cfe,CU000702,0779106221,TW0147,SMS,3942.0,3307.4,-200.0,2024-06-05 01:51:11,0,458.07,5G,Yes
71cf2023-0188-404b-bbf3-9c1e1737def3,CU000793,09026391124,TW0094,data,3594.0,4479.03,-41.0,2024-04-30 15:29:00,False,115.63,4G,Yes
5448c868-80a1-4722-8319-5b9b2f9d9384,CU000422,08133865701,TW0120,data,1498.0,4250.24,,2024-04-18 16:21:43,N,200.47,4G,1
e49c0965-19ce-40c9-9ae4-706433aa49c9,CU001428,07052411026,TW0076,voice,7007.0,1357.71,-99.0,2024-04-07 12:51:55,Yes,735.35,4g,No
3afa767c-e717-463b-8a31-e58756958117,CU001297,08162201556,TW0067,data,3625.0,1744.35,-90.0,2024-03-11 07:28:31,1,600.52,2G,1
81e35bf2-717c-4fe2-ace5-a290cc83f331,CU000645,08184893209,TW0135,voice,5256.0,1663.83,-200.0,2024-03-30 06:46:34,No,924.91,4g,False
32755cb0-b57a-415e-b612-ea828e82f6c5,CU000778,None,TW0064,Data,6064.0,,-117.0,2024-05-01 06:11:51,Yes,838.43,4G,True
b301d04a-cd5c-4600-b24f-8401e7e10db2,CU001058,07057988187,TW0037,voice,4366.0,2907.13,-83.0,2024-04-11 04:57:31,0,822.24,4g,1
1ad3221b-66ec-43b2-8820-6b6c80e15849,CU001452,09034299848,TW0038,sms,4715.0,4078.58,-109.0,2024-01-06 12:19:33,Yes,591.9,5G,No
d2d89cf5-2de9-4efc-bbd3-83bf1bc345fc,CU000484,08065402249,TW0133,sms,177.0,1317.93,-79.0,2024-04-24 11:42:48,1,409.89,3G,No
cbbca170-be9a-4c68-995d-1dd2b3065ab9,CU000887,08184167297,TW0136,data,495.0,3182.54,-51.0,2024-06-23 03:08:12,N,461.72,4G,1
ac1e1a1f-2b19-40d2-b8ab-669a4f0de17d,CU000210,09065541971,TW0077,Voice,1696.0,,,2024-04-24 12:54:41,No,119.11,2G,No
faaca3b5-212b-4009-9fac-de17d6f9011e,CU001102,08098722147,TW0117,SMS,2468.0,3653.76,-95.0,2024-01-03 22:43:00,Yes,877.64,4g,False
c11ed10b-e579-4c3c-9443-4213d644dbe9,CU000926,080533280,TW0003,sms,6710.0,3959.3,-88.0,2024-03-03 08:56:02,No,996.52,4g,False
af8a063f-d98f-45fe-a8ac-3e4e89a49888,CU000762,08064697270,TW0009,data,,1711.39,-41.0,2024-01-14 21:39:25,Y,195.83,2G,1
d3b8e673-f066-4f99-b66b-effe4feaf277,CU000819,09039727843,,SMS,26.0,146.76,-45.0,2024-01-31 03:09:55,No,215.0,4g,Yes
d3b8e673-f066-4f99-b66b-effe4feaf277,CU000819,09039727843,,SMS,26.0,146.76,-45.0,2024-01-31 03:09:55,No,215.0,4g,Yes
3a9dc745-a93c-46ec-b521-e560e0bffa44,CU001089,07057117955,TW0052,Voice,319.0,3464.34,,2024-02-02 11:19:33,Yes,708.82,3G,1
2cf436b5-6d34-4265-a8d6-1178dee54880,CU000419,08167519310,TW0125,Voice,4304.0,751.8,-78.0,2024-06-12 06:48:32,1,436.59,4G,False
50750d9c-a212-4a9c-b329-10b15a934d5c,,09068147819,TW0026,SMS,,3427.81,-53.0,2024-06-18 23:46:54,No,844.97,4G,0
cbc989c7-7f86-44aa-a3f6-beebdf6b9ba7,INVALID_CU992878,09062724636,TW0087,data,4198.0,2926.02,-79.0,2024-01-08 14:59:54,Y,595.66,4G,Yes
934fea07-ab1e-4dfd-a4a7-12d48b7c15af,CU000682,08163812988,TW0054,voice,637.0,2538.95,-36.0,2024-02-09 18:55:11,No,283.87,3g,True
cc18662d-6064-464d-8f26-918fca0c616a,CU001202,07018650898,TW0038,Data,2034.0,2349.69,-57.0,2024-01-16 13:29:57,Yes,922.02,2G,No
abc3706d-75ff-4707-9162-6752c440e924,CU000864,0771024421,TW0145,data,4002.0,1649.46,-77.0,2024-01-08 04:58:49,1,490.82,3g,No
48a8675f-f2d4-4212-9405-6af74aaa73a6,CU000754,08162292538,TW0017,SMS,5680.0,1381.53,-39.0,2024-01-13 10:56:53,No,923.63,3G,True
a88b9de4-69ae-4d9d-956e-b41398403f9d,CU001348,08066974357,TW0055,Voice,7050.0,2073.81,,2024-04-01 06:05:30,False,370.56,4G,0
bcfd60be-c994-47c8-b472-60ee6ad99f33,CU001471,07085203320,TW0041,voice,,1954.85,-115.0,2024-06-06 16:32:34,No,646.23,2G,True
509f5feb-e450-4531-b56c-67f650e2ca8b,CU000161,0775200727,TW0142,SMS,3026.0,866.06,-84.0,2024-01-13 15:37:02,1,909.65,3g,0
06db4575-b8d1-4ba1-85da-b4cb552226da,CU001342,09026697547,TW0115,voice,514.0,3074.69,-84.0,2024-04-25 04:47:00,0,298.98,3g,True
5c606fe8-2ab5-4723-8f12-fef2e3a2f812,CU000985,08167350648,TW0104,voice,5963.0,1534.77,-88.0,2024-04-28 19:50:41,No,518.28,3g,0
ad664d80-edbf-4aa8-9925-fbf60fabfa24,CU001161,08171116892,TW0078,Data,3179.0,3318.76,-88.0,2024-04-08 13:25:19,1,195.98,4G,True
d271e4f6-1c48-41bd-8433-59738e306fa4,CU001138,08131762915,TW0150,Voice,6596.0,3828.36,-71.0,2024-04-17 18:50:50,1,242.99,3g,0
f4354981-86a6-4249-85fc-3483e2fa6e5f,CU001005,07012762187,,sms,429.0,1038.94,-49.0,2024-03-10 16:20:31,0,51.46,4G,Yes
e8c96382-71e0-4b0d-b70c-e76ab973ce99,CU000921,None,TW0084,Data,,4580.28,-62.0,2024-05-08 20:47:30,Y,261.14,4G,1
f1412a6b-4dd9-498c-8307-42bc0fa96383,,08167765880,TW0058,data,879.0,2171.97,-88.0,2024-03-05 03:55:23,1,50.71,4G,True
dc04ca3c-f799-478c-b1f5-0d5001b16eaf,,08036350866,TW0136,SMS,2787.0,3136.75,-80.0,2024-05-20 16:55:59,N,899.04,5G,0
264b6fcf-8b5d-49d0-ad0b-973385dcb4b6,CU001417,09026235440,TW0126,Voice,6384.0,1036.04,,2024-04-12 04:08:38,False,528.74,4G,No
ea6008f3-36e7-45f6-8a9b-d111a9851b4b,CU000833,0771406467,TW0076,Data,4903.0,4236.22,-30.0,2024-02-16 06:02:19,True,627.51,5G,0
dea78e9e-a587-4af9-926d-068a2f7a3667,CU000877,09021902080,TW0032,SMS,4877.0,4485.61,-107.0,2024-04-12 07:53:09,True,283.42,2G,1
53c91456-1cd5-4f59-b3bd-9422bc84f99b,CU000871,None,TW0023,Data,3261.0,877.67,-109.0,2024-04-15 14:08:57,True,674.45,5G,0
19e83427-bdf5-4545-b726-85fc99701383,CU000644,07086007297,,voice,63.0,1781.23,-33.0,2024-04-21 02:44:33,False,849.39,5G,0
db60037b-8856-42fa-974c-3bee12af83e1,CU000385,09033798423,TW0062,Voice,1881.0,4595.22,-200.0,2024-03-10 01:57:28,Yes,188.35,2G,0
55d0cd01-4f3a-4da8-bae0-ed234346696d,,09062573856,INVALID_TW9277,data,6142.0,1671.64,-78.0,2024-01-29 16:02:49,No,98.53,4g,False
23ea511c-b387-4eff-8adf-4259f280ddcb,CU000460,08043487805,,sms,1663.0,32.57,-73.0,2024-06-28 08:14:28,N,33.0,3g,False
36bedb9b-9582-408a-8c36-9e1d744e94b3,CU000228,09093896166,TW0070,voice,2793.0,4369.12,-33.0,2024-02-27 11:24:33,False,454.01,4g,No
3097f922-0209-47dc-90be-8576835e92ea,CU000485,09025831487,TW0025,voice,6342.0,152.63,-113.0,2024-06-24 20:04:31,0,995.03,5G,Yes
da1a7745-ba07-4cac-b4f0-171ff3723c33,CU000528,0776953559,INVALID_TW9616,Data,353.0,3521.04,-83.0,2024-03-31 12:55:23,True,576.55,5G,False
9d835086-703c-4bc3-ad1b-caac0b23261e,CU001337,08043283131,TW0083,data,1493.0,,-68.0,2024-01-07 16:55:55,True,739.5,2G,1
424f7939-9887-457b-8e8c-fe755538512d,,08035781626,TW0112,voice,4829.0,2858.86,-112.0,2024-06-16 11:59:54,N,464.94,5G,No
190f73b3-7f9c-44ab-9e01-226f404807d9,CU000790,07081979022,TW0119,data,823.0,1679.26,-44.0,2024-04-12 18:43:07,1,149.3,4G,True
c3cb680a-7f0d-4ca6-8a58-e55249d12c87,CU001494,None,TW0062,voice,6050.0,3985.4,-35.0,2024-06-05 16:26:40,N,189.14,4g,True
a7503e63-4391-492a-b775-c7a7e1a88f04,CU000537,09055847450,TW0126,SMS,2311.0,3036.06,-42.0,2024-06-08 18:30:48,False,177.44,3G,True
2a3237fc-4d88-46c9-9b50-742b0ec3acf5,CU000521,07014034385,TW0016,Data,4734.0,,-47.0,2024-01-23 07:48:35,N,556.81,2G,Yes
aec4ac2f-24c7-4b5d-9233-d7c537ddb77a,,09057604455,TW0132,sms,3063.0,1647.12,-66.0,2024-06-25 03:11:35,1,403.23,3g,1
c9a0dcb5-3139-47ca-9ebb-2b68e3a49087,CU001169,08158773056,,SMS,6558.0,2895.05,-38.0,2024-04-27 14:23:53,True,316.27,5G,0
b1bcde92-e801-407b-badf-ebddca557571,CU000616,08066808785,,Data,1028.0,,-94.0,2024-03-30 14:10:03,Yes,515.57,3g,False
